date,where
01/03/2015,quads,calfs
01/04/2015,quads
01/10/2015,quads,calfs,traps,shoulders
01/11/2015,quads,calfs,traps,shoulders,hamstrings
01/15/2015,calfs,hamstrings,shoulders,traps
01/16/2015,calfs,hamstrings,shoulders,traps
01/17/2015,calfs,hamstrings,shoulders,traps
