date,dist,time,shoes,optional type
12/28/2014,4.0,30:00,nbmt
12/29/2014,3.4,26:42,nbmt
12/31/2014,3.4,25:12,nbmt
01/02/2015,3.4,23:53,vibram
01/03/2015,4.0,slow,nbmt
01/04/2015,4.0,30:30,nbmt
01/06/2015,3.4,slow,vibram
01/09/2015,3.4,slow,nbmt,jog&jump
01/10/2015,4.0,slow,nbmt,jog&run
